"code","display_name","brands","countries","categories","ingredients_text","nova_group","nutriscore_grade","ecoscore_grade","energy_kcal_100g","sugars_100g","salt_100g","game_ready","review_status","review_notes","source_dataset","selection_rationale"
"5011273040209","Organic honey","Rowse","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","Organic honey.","2","e","a-plus","329.0","80.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"01292619","Basics Clear Honey","Sainsbury's, Sainsbury's basics","France,United Kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","honey 100%","2","e","b","329.0","80.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5013635101818","100% pure coconut oil","Ktc","France,United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Coconut oils","100% coconut oil,","2","e","unknown","899.0","0.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5000436449515","Organic Butter","Tesco","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters","Butter (_milk_), Salt (1.7%)","2","e","c","745.0","0.6","1.5","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5740900404496","Butter","Lurpak","en:United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","butter (milk), lactic culture (milk), salt,","2","e","e","739.0","0.7","1.18","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"20436568","Clear Honey","Highgate Fayre, Lidl","France,Ireland,United Kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","100% honey","2","e","a","336.0","81.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5051008878592","Organic Extra Virgin Olive Oil","Tesco","France,United Kingdom,Ireland","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils","Extra Virgin Olive Oil","2","b","c","900.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5000119018663","Sunflower oil","Tesco","France,United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Sunflower seeds and their products, Sunflower oils","Sunflower oil.","2","c","c","900.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5740900805408","Lurpak Spreadable Slightly Salted","Lurpak","France, United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","butter (64%) (milk), rapeseed oil, water, lactic culture (milk), salt, for allergens, see ingredients in bold,","2","e","e","680.0","1.0","0.9","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4088600313979","Nordpack Spreadable Butter","","en:gb","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","BUTTER 55% (_Milk_), Rapeseed Oil, RECONSTITUTED _BUTTERMILK_ 7%, Water, Lactic Cultures (_Milk_), Salt.","2","d","d","677.0","0.5","0.95","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5019989103096","Fine Sea Salt","Saxa","France, United Kingdom","en:table-salts","Sea Salt, Anti-caking Agent (Sodium Hexacyanoferrate ll).","2","not-applicable","a","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5060265830274","Extra Virgin Rapeseed Oil","Mr Hughs","en:United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Rapeseed oils","100% rapeseed oil","2","b","c","899.0","0.5","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5740900402768","Lupark Spreadable Lighter","Lurpak","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","butter (40%) ( milk ), water, rapeseed oil, salt,","2","d","d","516.0","0.4","0.91","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5011273024759","Rowse organic honey","Rowse","en:United Kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","Honey","2","e","a-plus","329.0","80.8","0.025","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5010171005006","Spreadable Tub","Country Life","en:gb","Plant-based foods and beverages, Dairies, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Animal fats, Milkfat, Dairy-spread, Margarines, Butters","Butter, Rapeseed Oil, Water, Salt","2","e","e","596.0","0.3","1.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5060106170002","Mellow Yellow Rapeseed oil","Farrington Oil","en:gb","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Rapeseed oils","100% rapeseed oil","2","b","a","818.0","0.1","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5011038135126","Softer Butter","Kerrygold","France, en:united-kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Unsalted butters","cream, salt (1.8%)","2","e","e","726.0","0.8","1.2","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5060336500044","Malt Vinegar","Sarson's","United Kingdom,en:united-kingdom","Condiments, Vinegars","barley malt vinegar, barley malt extract","2","not-applicable","a","9.0","0.0","0.0975","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"00351546","Salted English Butter","Sainsbury's,by sainsbury's","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters","_Butter_ (cow's _milk_) (98%), Salt (1.6%)","2","e","d","745.0","0.6","1.475","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"00064491","Sunflower Oil","Sainsbury's","United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Sunflower seeds and their products, Sunflower oils","Sunflower oil.","2","c","c","828.0","0.5","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4088600313030","Honey","Grandessa","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","honey","2","d","a","307.0","76.4","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5060367180383","Smooth Peanut Butter","Pip & Nut","France,Italy,United Kingdom","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","_Peanuts_ (99.6%), sea salt.","2","a","c","593.0","6.6","0.4425","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5011273040698","Runny Honey imp","Rowse","France, United Kingdom, en:ireland","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","honey","2","e","a","329.0","80.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4088600020280","Squeezy Honey","GRANDESSA","en:united-kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Sweeteners, Honey-based preparations, en:honeys","honey","2","e","b","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4088600157887","Balsamic Vinegar of Modena","","United Kingdom","Condiments,Vinegars,Balsamic vinegars,Balsamic vinegars of Modena","Wine Vinegar (Sulphites), Concentrated Grape Musc (Sulphites)","2","not-applicable","a","106.0","18.0","0.09","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5011273024650","Honey","Rowse","United Kingdom","honey","honey","2","e","a-plus","329.0","80.8","0.025","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5060298572431","Blossom Honey","Hiltop Honey","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Cherry blossom honeys","Honey","2","d","a","307.0","76.0","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4056489091738","Mild olive oil","Lidl,Primadonna","United Kingdom","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Olive oil mixes","Olive oil (refined olive oils, virgin olive oils).","2","b","d","828.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4061459381702","EXTRA VIRGIN OLIVE OIL","Solesta","en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, en:virgin-olive-oils","olive oil","2","b","e","820.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5055534301180","Peanut butter","Myprotein, My Protein","France, Germany, Italy, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","100%  peanuts  (whole skin on)","2","a","d","624.0","5.0","5e-05","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4088600054537","British Cold Pressed Rapeseed Oil","Specially Selected,Aldi","United Kingdom","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Rapeseed oils","rapeseed oil","2","b","b","826.0","0.5","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5059697687792","Amber maple syrup","Tesco Finest","en:gb","Sweeteners, Syrups, Simple syrups, Maple syrups, Amber maple syrups","Maple syrup. Suitable for vegans.","2","d","b","261.0","61.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5000246728787","Yeo Valley Salted Butter","Yeo Valley","en:United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat","Organic unsalted butter (milk), salt.","2","e","d","745.0","0.6","1.5","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"3155250361825","President spreadable lightly salted","Lactalis, Président","Belgium, France, en:united-kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Half-salted butter","Beurre, crème légère, sel (1.3% max), ferments lactiques.","2","e","e","640.0","1.5","3.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"5000232919953","Napolina Extra Virgin Olive Oil 500Ml","Napolina","France, United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils","Extra Virgin Olive Oil","2","b","d","823.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"4056489383444","Spreadable west contry butter","Lidl","en:gb","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","64% Butter (Milk), 26% Rapeseed Oil, Water, 0.9% Cornish Sea Salt, Salt.","2","e","d","718.0","1.0","1.3775","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable UK product used to complete level balance; verify familiarity and classification"
"3270190136880","Moutarde de Dijon","Carrefour BIO, Carrefour","France, United States, en:morocco","Condiments, Sauces, Moutardes, Moutardes de Dijon, en:groceries","Eau, graines de _moutarde_ bio 30%, vinaigre d'alcool bio, sel,","3","e","a","165.0","2.1","5.8","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0044000000578","Premium original Galletas de Soda","Nabisco","United States","snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers","unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), canola oil, palm oil, baking soda, sea salt, malted barley flour, calcium carbonate, salt, yeast,","3","d","b","438.0","0.0","2.11","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5011157888101","Pure Basmati Rice","Tilda","Australia,Belgium,Germany,United Kingdom,New Zealand","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Meals, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices","basmati rice 98%, rice bran oil","3","b","f","143.0","0.1","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5011308000307","Pataks On the Side Lime Pickle","Patak's","Australia, France, New Zealand, en:united-kingdom","Plant-based foods and beverages,Plant-based foods,Pickles,Plant-based pickles,Indian,Indian food","Limes (66%), Rapeseed Oil, Salt, Ground Spices (3%) [Spices, Paprika, MUSTARD), Acid (Acetic Acid), Cracked Yellow MUSTARD Seed (2%), Cracked Fenugreek Seed","3","e","unknown","187.0","2.2","8.9","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0879890000694","Multi-Grain Crackers 6-Seed","Crunchmaster","United States, World","snacks, salty-snacks, appetizers, da:crackers","brown rice flour, sesame seeds, potato starch, safflower oil, flax seeds, rice fiber, tamari soy sauce (soybeans, salt), quinoa seeds, amaranth seeds, millet, sea salt, chia seeds,","3","b","b","466.6667","0.0","0.91666675","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5011157888316","Tilda Coconut Basmati Rice","Sainsbury's, Tilda","Australia,France,United Kingdom,New Zealand","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Long grain rices","Natural Basmati Rice - Steamed (89%), Coconut Cream (7.5%). Desiccated Coconut (2.3%), Sunflower Oil, Lime Leaf.","3","d","f","163.0","0.4","0.024","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5000436734345","Tesco Finest All Butter Croissant 4 Pack","Tesco","United States, en:united-kingdom","Snacks,Croissants","Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin) Butter, Water, Sugar, Pasteurised Egg, Dried Skimmed Milk, Yeast, Salt, Inactive Wheat Sourdough, Acetoc Acid, Flour Treatment Agent (Ascorbic Acid), Lactic Acid.","3","e","b","407.0","6.7","0.67","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5021812000656","Bottle of Green Cordial (Handpicked Elderflower)","Bottlegreen Drinks","France, United Kingdom, en:australia","Beverages,Syrups,Cordial,Cordials,Elderflower-cordial,fr:sirops-de-fleurs-de-sureau,Elderflower cordial,Squash","Sugar, Cotswold spring water, elderflowers, fructose citric acid.","3","unknown","b","18.0","4.4","0.0375","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5057545744468","Part Baked Baguettes","H.W. Nevill's","United States, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Baguettes","_Wheat_ Flour, Water, Yeast, Fermented _Wheat_ Flour, Salt, Malted _Wheat_ Flour, Flour Treatment Agent (Ascorbic Acid).","3","c","a","295.0","3.7","1.1","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"20083892","lightly salted Rice Cakes","lidl","Australia,Bélgica,Francia,España,Reino Unido","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Products without gluten","99,7% brown rice, 0,3% salt, 
may also contain sesame and soya","3","c","c","357.0","1.43","0.286","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0051500255650","Peanut Butter Spread","Jif Natural","France,United States, World","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:nut-butters","PEANUTS, SUGAR, PALM OIL, SALT, MOLASSES","3","c","d","576.0","12.1","0.606","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5010044006529","Old English Medium Sliced White Bread","Warburtons","United States,United Kingdom","White breads","_Wheat_ Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Liquid Concentrated Sponge Extract (Water, _Wheat_ Flour, Yeast), Vegetable Oil (Rapeseed, Sustainable Palm), Salt, Fermented _Wheat_ Flour, _Soya_ Flour, Flour Treatment Agent: Ascorbic Acid (Vitamin C).","3","c","unknown","248.0","3.4","0.98","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0078895126396","Premium Soy Sauce","Lee Kum Kee","Australia,Czech Republic,France,Germany,Ireland,New Zealand,United Kingdom,United States","Condiments,Sauces,Soy sauces,fr:Sauces au soja salées,Asian-foods,Chinese-foods","Water, Soybeans 17.5%, Salt, Sugar, Wheat Flour.","3","e","a","100.0","13.3","17.2","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0044000050986","Triscuit Cracker","Mondelez, Nabisco-Triscuit","France,United States, World","snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers","whole grain wheat, canola oil, sea salt.","3","c","b","429.0","0.0","1.52","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5025125000006","Sourdough White Ciabattin","Jason's","Ireland,United Kingdom,United States","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,White breads,Sourdough-bread","Wheat Flour (Fortified with Calcium Carbonate, Iron, Niacin, Thiamin), Water, Salt, Fermented Wheat Flour.","3","b","unknown","230.0","2.4","0.905","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0633148100013","Tajin With Lime","Tajin","France, Mexico, United Kingdom, United States, World, en:spain","Condiments, Sauces, Hot sauces, Groceries, Mexican Dinner Mixes, en:spice-mix","chili peppers, sea salt, citric acid, dehydrated lime juice, silicon dioxide","3","not-applicable","e","6.8","0.0","1.4225","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"8000320010118","Rosii Cirio Diced Tomatoes","Cirio, Cirio La polpa rustica","Belgium, France, Germany, Switzerland, United Kingdom, United States, en:romania","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Vegetables, Canned vegetables, Tomatoes and their products, Tomatoes, Canned tomatoes, Tomato pulps","chopped tomatoes, tomato paste, salt, acidity regulator: citric acid,","3","a","a","27.0","3.4","0.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5011157888132","Tilda Steamed Brown Basmati Rice","Tilda","Australia, France, New Zealand, en:united-kingdom","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Rices,Aromatic rices,Indica rices,Long grain rices,Brown rices,Basmati rices,Brown Basmati rices","Natural Basmati Rice - Cooked (98%), Rice Bran Oil, Salt.","3","b","f","129.0","0.2","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0850000547568","MINI FRUIT BARS","That's it.","United States","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Sweet snacks,Confectioneries,Fruit paste variety packs","APPLES, STRAWBERRIES. 

APPLES, MANGOES. 

APPLES BLUEBERRIES","3","c","b","300.0","50.0","0.188","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0016000275263","Cheerios","General Mills","Mexico,United States, World","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals","whole grain oats, corn starch, sugar, salt, tripotassium phosphate, vitamin e (mixed tocopherols), calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin a (palmitate), vitamin b1 (thiamin mononitrate), a b vitamin (folic acid), vitamin b12, vitamin d3,","3","c","d","359.0","5.13","1.22","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5011013100156","The Original Irish Cream","Baileys","Australia, Belgium, Denmark, France, Germany, Italy, Spain, Switzerland, United Kingdom, en:ireland","Beverages and beverages preparations, Beverages, Alcoholic beverages, Liqueurs, Irish cream","Irish whiskey, sugar, cream, cocoa extract","3","not-applicable","d","327.0","23.0","0.1","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5022019560202","Blueberry & Blackcurrant  Cordial","Belvoir Farm","Australia, France, Germany, en:united-kingdom","Beverages and beverages preparations, Beverages, Sweetened beverages","Sugar, water, blueberry juice 10%, blackcurrant juice 9%, blueberry juice from concentrate 7%, citric acid","3","c","unknown","21.0","4.9","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5022019090204","Belvoir Farm Ginger Cordial","Ginger Cordial","Australia,France,Germany,United Kingdom","Beverages and beverages preparations,Beverages,Beverage preparations,Syrups,Flavoured syrups,Cordial,Cordials,fr:Sirops de gingembre","Sugar, water, lemon juice from concentrate, fresh root ginger infusion 11%, pressed ginger juice 2%, ginger extracts, capsicum extract.","3","unknown","a","17.0","4.5","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"3600900020404","Fine chapelure de pain","Tipiak","Canada,France","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Chapelure","Farine de blé (gluten), sel, levure.

Traces possibles de soja, moutarde.","3","c","unknown","364.0","3.7","1.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0016000170032","Cheerios","General Mills","United States","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals","whole grain oats, corn starch, sugar, salt, tripotassium phosphate, vitamin e (mixed tocopherols) added to preserve freshness.","3","c","e","359.0","5.13","1.22","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0602652171864","Oats & Honey Granola with Toasted Coconut","KIND","United States, World","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis","Oats, tapioca syrup, cane sugar, brown rice, honey, millet, oat flour, coconut, canola oil, buckwheat, amaranth, molasses, quinoa, brown rice syrup, sea salt, Vitamin E tocopherols","3","c","b","367.0","16.7","0.125","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0096619656493","Organic Tortilla Chips","Kirkland Signature","United States","Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips","Organic corn, organic vegetable oil (organic sunflower and/or organic canola oil), sea salt.","3","c","b","500.0","0.0","0.893","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"5000354909702","Paxo Sage & Onion Stuffing Mix","Paxo","Australia,France,Germany,United Kingdom","Stuffing","Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Dried Onion (15%), Vegetable Oils (Palm, Sunflower), Salt, Dried Sage (1.5%), Dried Parsley, Raising Agents (Ammonium Carbonates, Sodium Hydrogen Carbonate), Barley Malt Extract","3","c","unknown","122.0","2.22","1.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0856584004183","Original Beef Stick","CHOMPS","United States, World","Snacks, Meats and their products, Beef and its products, Meats, Beef, Dried meats, en:beef-preparations","100% grass fed beef, water, sea salt, encapsulated lactic acid, cultured celery powder (celery powder, sea salt), black pepper, red pepper, granulated garlic, coriander, stuffed in beef collagen casings.","3","e","unknown","312.0","0.0","2.97","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
"0051500243213","PEANUT BUTTER SPREAD","Jif","United States, World","Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters","PEANUTS, SUGAR, PALM OIL, SALT, MOLASSES","3","c","d","576.0","12.1","0.606","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable product from a global-priority market; verify familiarity and classification"
